artificial83	26
artificial43	26
artificial52	35
artificial01	25
artificial77	25
artificial90	27
artificial71	27
artificial00	25
artificial92	32
artificial58	27
artificial08	25
artificial20	27
artificial72	25
artificial12	26
artificial36	31
artificial57	26
artificial62	28
artificial28	27
artificial75	28
artificial81	28
artificial18	29
artificial60	25
artificial97	27
artificial66	27
artificial89	31
artificial17	27
artificial68	27
artificial40	31
artificial32	25
artificial33	28
artificial11	26
artificial41	31
artificial03	25
artificial06	27
artificial51	27
artificial67	27
artificial96	28
artificial04	28
artificial27	27
artificial13	26
artificial15	27
artificial46	27
artificial65	27
artificial14	28
artificial24	26
artificial37	31
artificial16	26
artificial29	25
artificial38	27
artificial23	29
artificial49	28
artificial73	27
artificial94	27
artificial10	28
artificial44	27
artificial69	25
artificial39	25
artificial74	29
artificial21	27
artificial53	35
artificial55	27
artificial48	26
artificial82	28
artificial87	30
artificial99	27
artificial80	27
artificial19	29
artificial47	27
artificial76	27
artificial56	36
artificial09	27
artificial07	29
artificial42	27
artificial79	27
artificial59	25
artificial50	30
artificial95	27
artificial35	25
artificial25	29
artificial05	25
artificial85	28
artificial45	27
artificial64	29
artificial02	25
artificial30	26
artificial22	31
artificial63	27
artificial84	28
artificial88	27
artificial34	28
artificial93	27
artificial54	35
artificial26	27
artificial86	30
artificial91	26
artificial70	26
artificial98	27
artificial61	27
artificial78	25
artificial31	27
